timestamp,open,high,low,close,volume
1487635200000,1.06088,1.06127,1.05258,1.0541,228481.8438
1487721600000,1.05411,1.0574,1.04938,1.05505,271603.6563
1487808000000,1.05505,1.05952,1.05376,1.05839,236701.4688
1487894400000,1.0584,1.06179,1.05565,1.05595,235293.3281
1487980800000,1.05595,1.05595,1.05595,1.05595,0
1488067200000,1.05637,1.05645,1.05517,1.0552,8392.79
1488153600000,1.0552,1.06306,1.05515,1.05838,220285.7969
1488240000000,1.05838,1.06301,1.05666,1.05692,256796.2188
1488326400000,1.05691,1.05894,1.05142,1.05359,287665.8438
1488412800000,1.05358,1.05456,1.04948,1.0507,240914.4063
1488499200000,1.0507,1.06239,1.05022,1.06203,243485.5781
1488585600000,1.06203,1.06203,1.06203,1.06203,0
1488672000000,1.06097,1.06215,1.06002,1.06207,8411.3604
1488758400000,1.06207,1.06399,1.05747,1.05789,198254.4063
1488844800000,1.05789,1.06025,1.05581,1.05692,191883.2813
1488931200000,1.05692,1.05741,1.05347,1.05447,203950.1563
1489017600000,1.05447,1.06151,1.05249,1.05794,232016.6875
1489104000000,1.05794,1.0699,1.0578,1.06728,211630.1875
1489190400000,1.06728,1.06728,1.06728,1.06728,0
1489276800000,1.06747,1.06925,1.06747,1.06894,7112.3901
1489363200000,1.06894,1.07142,1.06448,1.06507,209422.7813
1489449600000,1.06508,1.06624,1.06003,1.06119,179929.8125
1489536000000,1.0612,1.07399,1.06073,1.07375,213836.5313
1489622400000,1.07376,1.07742,1.07057,1.07718,234024.4375
1489708800000,1.07717,1.07823,1.07274,1.07382,186534.625
1489795200000,1.07382,1.07382,1.07382,1.07382,0
1489881600000,1.07318,1.07451,1.07317,1.0742,5330.25
1489968000000,1.07421,1.07772,1.0719,1.07368,172443.5625
1490054400000,1.07368,1.08191,1.07353,1.08125,223229.9063
1490140800000,1.08124,1.08245,1.07758,1.07891,220300.125
1490227200000,1.07891,1.08048,1.0768,1.0783,206665.7344
1490313600000,1.07831,1.08179,1.07602,1.07969,189625.2031
1490400000000,1.07969,1.07969,1.07969,1.07969,0
1490486400000,1.0835,1.08492,1.08264,1.08451,14647.4805
1490572800000,1.08453,1.09058,1.08377,1.08608,183535.5
1490659200000,1.08609,1.08725,1.07988,1.08162,170513.7969
1490745600000,1.08162,1.08264,1.07398,1.07583,175207.5156
1490832000000,1.07582,1.07679,1.06718,1.06877,162005.5469
1490918400000,1.06875,1.07018,1.06508,1.06528,184913.1875
1491004800000,1.06528,1.06528,1.06528,1.06528,0
1491091200000,1.06594,1.06737,1.06585,1.06692,9205.4004
1491177600000,1.06692,1.06809,1.06423,1.06695,171156.7344
1491264000000,1.06695,1.06851,1.06355,1.06779,166734.8594
1491350400000,1.06779,1.06889,1.06349,1.06717,196366.4375
1491436800000,1.06715,1.0684,1.06289,1.06437,175015.6875
1491523200000,1.06437,1.06659,1.05806,1.05889,200702.3281
1491609600000,1.05889,1.05889,1.05889,1.05889,0
1491696000000,1.05866,1.05885,1.05734,1.05805,9477.4902
1491782400000,1.05806,1.06064,1.05698,1.05971,144021
1491868800000,1.05972,1.06299,1.05785,1.06102,159921.3125
1491955200000,1.06101,1.06751,1.0589,1.06698,182291.9844
1492041600000,1.06698,1.06775,1.06094,1.06148,162037.8438
1492128000000,1.06148,1.06294,1.0606,1.06105,55741.1797
1492214400000,1.06105,1.06105,1.06105,1.06105,0
1492300800000,1.06129,1.06155,1.06028,1.06097,13667.9297
1492387200000,1.06096,1.06703,1.06085,1.06432,103395.7188
1492473600000,1.06432,1.07359,1.06372,1.07274,185533.8438
1492560000000,1.07274,1.07367,1.06998,1.07145,160022.125
1492646400000,1.07145,1.07775,1.07069,1.07141,160190.2344
1492732800000,1.0714,1.07379,1.06822,1.07237,147990.3594
1492819200000,1.07237,1.07237,1.07237,1.07237,0
1492905600000,1.09164,1.09164,1.08648,1.08733,22281.2402
1492992000000,1.08733,1.08774,1.08207,1.08649,202360.9844
1493078400000,1.08648,1.09499,1.08512,1.09275,183851.9063
1493164800000,1.09277,1.09507,1.08557,1.09083,197836.0938
1493251200000,1.09083,1.09327,1.08517,1.0865,178829.875
1493337600000,1.08651,1.09474,1.08571,1.08961,164071.4688
1493424000000,1.08961,1.08961,1.08961,1.08961,0
1493510400000,1.09099,1.0911,1.08905,1.09057,7522.4199
1493596800000,1.09057,1.09239,1.0884,1.09084,83181.4922
1493683200000,1.09086,1.09359,1.08881,1.09346,135614.7969
1493769600000,1.09346,1.09367,1.08813,1.0888,156201.8438
1493856000000,1.0888,1.0987,1.08749,1.09804,181629.7031
1493942400000,1.09806,1.09995,1.09494,1.0995,160752.2656
1494028800000,1.0995,1.0995,1.0995,1.0995,0
1494115200000,1.10188,1.10216,1.09633,1.09647,14719.4502
1494201600000,1.09647,1.09968,1.09164,1.09265,179271.9063
1494288000000,1.09265,1.09333,1.08633,1.08861,177103.7656
1494374400000,1.08861,1.0898,1.08532,1.08671,157513.875
1494460800000,1.08671,1.08929,1.0839,1.08642,140819.2656
1494547200000,1.08642,1.09342,1.08556,1.0931,147972.7188
1494633600000,1.0931,1.0931,1.0931,1.0931,0
1494720000000,1.09288,1.0935,1.09226,1.09277,6705.23
1494806400000,1.09278,1.09893,1.09225,1.09799,140243.9375
1494892800000,1.09798,1.10971,1.0979,1.10933,171232.7656
1494979200000,1.10932,1.11704,1.10816,1.11541,218651.1406
1495065600000,1.11543,1.11719,1.10757,1.11101,254772.2813
1495152000000,1.111,1.12117,1.10995,1.12065,202951.0156
1495238400000,1.12065,1.12065,1.12065,1.12065,0
1495324800000,1.11917,1.121,1.11916,1.12032,11924.5898
1495411200000,1.12032,1.12634,1.11614,1.12373,205206.7969
1495497600000,1.12371,1.12682,1.1175,1.11788,236312.2031
1495584000000,1.11791,1.12332,1.11685,1.12304,230591.7969
1495670400000,1.12306,1.12503,1.11937,1.121,190652.1094
1495756800000,1.12099,1.12346,1.11605,1.11799,187076.5313
1495843200000,1.11799,1.11799,1.11799,1.11799,0
1495929600000,1.11701,1.11849,1.11672,1.1176,7786.6499
1496016000000,1.11758,1.11898,1.11277,1.1129,116821.1563
1496102400000,1.11291,1.12054,1.11094,1.11728,185376.2656
1496188800000,1.11728,1.12521,1.11645,1.1239,189057.5
1496275200000,1.12389,1.12566,1.12021,1.12128,164043.4844
1496361600000,1.12127,1.1285,1.12049,1.12825,156989.4531
1496448000000,1.12825,1.12825,1.12825,1.12825,0
1496534400000,1.12703,1.12837,1.12701,1.12772,6740.6299
1496620800000,1.12775,1.12785,1.12342,1.12573,120698.9688
1496707200000,1.12572,1.12842,1.12404,1.12702,166759.7344
1496793600000,1.12701,1.12823,1.12039,1.12554,189120.0313
1496880000000,1.12554,1.1269,1.118,1.11883,207401.7656
1496966400000,1.11884,1.12157,1.11663,1.11941,196106.0781
1497052800000,1.11941,1.11941,1.11941,1.11941,0
1497139200000,1.12061,1.12096,1.11971,1.12016,7735.7998
1497225600000,1.12015,1.12321,1.11918,1.11973,162194.7656
1497312000000,1.11972,1.12249,1.11852,1.12091,155648.2344
1497398400000,1.12091,1.12958,1.1193,1.12129,226322.0313
1497484800000,1.1213,1.12285,1.11321,1.11486,212904.875
1497571200000,1.11487,1.12016,1.11384,1.11968,174222.125
1497657600000,1.11968,1.11968,1.11968,1.11968,0
1497744000000,1.12053,1.12079,1.11956,1.12039,9083.7402
1497830400000,1.12037,1.12128,1.11409,1.11445,196995.125
1497916800000,1.11443,1.11648,1.11188,1.11363,218941.2969
1498003200000,1.11365,1.1169,1.11272,1.11667,200566.7188
1498089600000,1.11666,1.11779,1.11392,1.11497,191424.375
1498176000000,1.11496,1.12089,1.11452,1.11918,162553.5625
1498262400000,1.11918,1.11918,1.11918,1.11918,0
1498348800000,1.11963,1.11999,1.11902,1.11997,6135.1602
1498435200000,1.11997,1.12198,1.11717,1.11828,188726.9531
1498521600000,1.11827,1.13494,1.118,1.13369,258372.0469
1498608000000,1.13369,1.13906,1.12917,1.13782,251067.3125
1498694400000,1.1378,1.14455,1.13768,1.14394,245479.3125
1498780800000,1.14393,1.14443,1.13921,1.14251,203137.5156
1498867200000,1.14251,1.14251,1.14251,1.14251,0
1498953600000,1.14175,1.14266,1.14163,1.14232,10473.1299
1499040000000,1.14234,1.14248,1.1355,1.13723,173833.4375
1499126400000,1.13723,1.13769,1.13359,1.13595,156219.6406
1499212800000,1.13596,1.13685,1.13123,1.13464,206856.9063
1499299200000,1.13465,1.14254,1.13299,1.14212,203986.9375
1499385600000,1.14212,1.14398,1.13796,1.13996,189153.1719
1499472000000,1.13996,1.13996,1.13996,1.13996,0
1499558400000,1.13966,1.14038,1.13924,1.14034,9004.7695
1499644800000,1.14032,1.1418,1.13817,1.13963,161246.9844
1499731200000,1.13963,1.14797,1.13828,1.14738,192940.1563
1499817600000,1.14568,1.14588,1.14515,1.14533,3462
1499904000000,1.14186,1.14558,1.13705,1.14045,206374.5
1499990400000,1.14043,1.14719,1.13914,1.14685,194309.7344
1500076800000,1.14685,1.14685,1.14685,1.14685,0
1500163200000,1.147,1.1475,1.1465,1.1474,17420.6191
1500249600000,1.14739,1.1487,1.14348,1.14732,187573.6563
1500336000000,1.14733,1.15831,1.14714,1.15478,253599.3125
1500422400000,1.15477,1.15533,1.15099,1.15287,198068.5781
1500508800000,1.15286,1.1658,1.14792,1.16283,270658.875
1500595200000,1.16283,1.16828,1.1619,1.16622,224099.7969
1500681600000,1.16622,1.16622,1.16622,1.16622,0
1500768000000,1.16635,1.16816,1.16615,1.16814,11264.5703
1500854400000,1.16811,1.16842,1.16259,1.16384,204671.9844
1500940800000,1.16384,1.17121,1.16308,1.16444,222419.7813
1501027200000,1.16444,1.17473,1.16125,1.17316,255288.2656
1501113600000,1.17315,1.17767,1.16501,1.16898,267153.7813
1501200000000,1.16898,1.17639,1.16711,1.17478,235715.9844
1501286400000,1.17478,1.17478,1.17478,1.17478,0
1501372800000,1.17456,1.17618,1.17443,1.17468,19254.2891
1501459200000,1.17469,1.18454,1.17231,1.18208,236964.9844
1501545600000,1.18207,1.18389,1.17852,1.18109,226683.6406
1501632000000,1.18113,1.191,1.17937,1.18514,233360.75
1501718400000,1.18514,1.1893,1.18305,1.18822,221491.5781
1501804800000,1.18822,1.18891,1.17281,1.1773,215736.9531
1501891200000,1.1773,1.1773,1.1773,1.1773,0
1501977600000,1.17734,1.17929,1.17706,1.17769,14147.6699
1502064000000,1.17769,1.1814,1.17766,1.17995,182387.6875
1502150400000,1.17995,1.18238,1.17151,1.1754,209521.6563
1502236800000,1.1754,1.17699,1.16891,1.17631,272394.625
1502323200000,1.17631,1.17851,1.17041,1.177,226661.125
1502409600000,1.177,1.18472,1.17485,1.18199,210383.6875
1502496000000,1.18199,1.18199,1.18199,1.18199,0
1502582400000,1.182,1.18275,1.1818,1.18252,9096.8896
1502668800000,1.18251,1.18382,1.17682,1.17755,206699.6094
1502755200000,1.17757,1.17928,1.16872,1.17403,215642.3125
1502841600000,1.17403,1.17793,1.16816,1.17737,252333.5625
1502928000000,1.17737,1.17899,1.16622,1.17156,250161.1563
1503014400000,1.17156,1.17743,1.17102,1.17591,222360.3125
1503100800000,1.17591,1.17591,1.17591,1.17591,0
1503187200000,1.17578,1.17609,1.175,1.17562,6801.3799
1503273600000,1.17561,1.1828,1.17311,1.18112,181794.7813
1503360000000,1.18112,1.18241,1.17451,1.17615,195984.7969
1503446400000,1.17617,1.18232,1.17403,1.18155,200061.1719
1503532800000,1.18154,1.18169,1.17841,1.17977,223049.6719
1503619200000,1.17976,1.19414,1.17733,1.19219,222870.9375
1503705600000,1.19219,1.19219,1.19219,1.19219,0
1503792000000,1.19431,1.19595,1.19403,1.19511,14828.8301
1503878400000,1.19511,1.19857,1.19168,1.19638,208933.9844
1503964800000,1.1964,1.20701,1.19465,1.19697,281300.8438
1504051200000,1.19697,1.19843,1.18804,1.18906,247062.7656
1504137600000,1.18906,1.19229,1.18231,1.19092,253635.2188
1504224000000,1.1909,1.19798,1.18499,1.18597,221325.1563
1504310400000,1.18597,1.18597,1.18597,1.18597,0
1504396800000,1.18815,1.18859,1.18738,1.18818,12465.0498
1504483200000,1.18818,1.19218,1.18776,1.18928,182153.9688
1504569600000,1.18928,1.19406,1.18682,1.19236,252912.5625
1504656000000,1.19235,1.19499,1.19028,1.19264,239993.5313
1504742400000,1.19263,1.20592,1.1914,1.20278,267627.125
1504828800000,1.20277,1.20923,1.20146,1.20347,241975.2031
1504915200000,1.20347,1.20347,1.20347,1.20347,0
1505001600000,1.20138,1.20254,1.20112,1.20169,10294.3301
1505088000000,1.20169,1.20295,1.19476,1.19577,220636.9219
1505174400000,1.19577,1.1978,1.19262,1.19711,219421.0156
1505260800000,1.1971,1.19947,1.1873,1.18879,219132.2969
1505347200000,1.18879,1.19228,1.1838,1.1921,243548.375
1505433600000,1.19211,1.19873,1.19011,1.19447,216911.0938
1505520000000,1.19447,1.19447,1.19447,1.19447,0
1505606400000,1.19196,1.19503,1.19174,1.19378,8915.3701
1505692800000,1.19378,1.19692,1.1915,1.196,219049.7969
1505779200000,1.19598,1.20064,1.19536,1.19925,237453.125
1505865600000,1.19924,1.20342,1.18613,1.18743,458076.375
1505952000000,1.18742,1.19535,1.18656,1.19447,596993.0625
1506038400000,1.19446,1.20044,1.19369,1.19466,225252.3594
1506124800000,1.19466,1.19466,1.19466,1.19466,0
1506211200000,1.18947,1.19268,1.18947,1.19267,13654.2598
1506297600000,1.19266,1.19365,1.18319,1.18555,232912.9844
1506384000000,1.18556,1.18615,1.17574,1.17838,234192.5781
1506470400000,1.17838,1.1795,1.17171,1.17497,252950.9844
1506556800000,1.17498,1.1804,1.17212,1.17812,250893.2344
1506643200000,1.17813,1.18325,1.17726,1.18137,196230.2031
1506729600000,1.18137,1.18137,1.18137,1.18137,0
1506816000000,1.17886,1.18151,1.17886,1.18079,8763.9297
1506902400000,1.18079,1.18079,1.17301,1.17315,218487.7969
1506988800000,1.17319,1.17732,1.16961,1.17477,202565.5469
1507075200000,1.17476,1.17877,1.17464,1.17566,210086.4375
1507161600000,1.17565,1.17787,1.1699,1.17138,190971.3281
1507248000000,1.1714,1.17387,1.16692,1.17299,213892.2031
1507334400000,1.17299,1.17299,1.17299,1.17299,0
1507420800000,1.17271,1.17435,1.17267,1.17424,9578.3701
1507507200000,1.17422,1.17561,1.17195,1.1741,147124
1507593600000,1.1741,1.18254,1.17405,1.18134,213520.0938
1507680000000,1.18134,1.1869,1.17952,1.18641,216780.875
1507766400000,1.1864,1.18797,1.18252,1.18309,202787.5313
1507852800000,1.18309,1.18748,1.18053,1.18191,199617.875
1507939200000,1.18191,1.18191,1.18191,1.18191,0
1508025600000,1.18107,1.18178,1.18056,1.18145,7022.0698
1508112000000,1.18147,1.18196,1.17805,1.17945,191054.1875
1508198400000,1.17945,1.17949,1.17361,1.17711,198611.125
1508284800000,1.1771,1.18053,1.17302,1.17942,199544.7813
1508371200000,1.17943,1.18579,1.17679,1.18484,222417.5313
1508457600000,1.18485,1.18579,1.17624,1.17817,208817.7031
1508544000000,1.17817,1.17817,1.17817,1.17817,0
1508630400000,1.17641,1.17743,1.17513,1.17546,13263.0596
1508716800000,1.17552,1.17774,1.1725,1.17548,182440.8594
1508803200000,1.17548,1.17927,1.17428,1.176,192348.6875
1508889600000,1.17599,1.18203,1.1753,1.18195,217868.6875
1508976000000,1.18195,1.18367,1.16314,1.16377,222254.0938
1509062400000,1.16377,1.16437,1.15741,1.16083,208479.6406
1509148800000,1.16083,1.16083,1.16083,1.16083,0
1509235200000,1.16067,1.16153,1.15937,1.16056,7551.2998
1509321600000,1.16057,1.16579,1.15976,1.16512,191081.9063
1509408000000,1.16513,1.16613,1.16248,1.16518,169713.25
1509494400000,1.16518,1.1657,1.16064,1.16282,196258.1875
1509580800000,1.16282,1.16873,1.16261,1.16586,222217.6563
1509667200000,1.16588,1.16904,1.15991,1.1606,169342.2188
1509753600000,1.1606,1.1606,1.1606,1.1606,0
1509840000000,1.16155,1.16179,1.16038,1.16147,5818.3501
1509926400000,1.16147,1.1624,1.15802,1.16113,184127.3438
1510012800000,1.16113,1.16154,1.15539,1.16008,197382.7813
1510099200000,1.16008,1.16111,1.15792,1.1595,168407.6406
1510185600000,1.1595,1.16548,1.15856,1.16462,214302.625
1510272000000,1.16464,1.16778,1.16227,1.16638,167773.7031
1510358400000,1.16638,1.16638,1.16638,1.16638,0
1510444800000,1.16572,1.16646,1.16558,1.16609,5708.48
1510531200000,1.16609,1.16751,1.16373,1.16646,162501.75
1510617600000,1.16646,1.1805,1.16625,1.17906,182637.5625
1510704000000,1.17907,1.18604,1.17683,1.17826,213275.4531
1510790400000,1.17826,1.18008,1.17569,1.17781,174470.7969
1510876800000,1.17783,1.18217,1.17738,1.17879,189217.9375
1510963200000,1.17879,1.17879,1.17879,1.17879,0
1511049600000,1.17857,1.1797,1.17223,1.17344,16111.1699
1511136000000,1.17344,1.18085,1.17249,1.17371,186928.3281
1511222400000,1.17372,1.17577,1.17128,1.17416,184422.125
1511308800000,1.17416,1.18269,1.17346,1.18146,185656.625
1511395200000,1.18147,1.18559,1.18132,1.18503,148633.8594
1511481600000,1.18504,1.19443,1.18367,1.19286,171776.5
1511568000000,1.19286,1.19286,1.19286,1.19286,0
1511654400000,1.19255,1.1936,1.19239,1.19274,5771.21
1511740800000,1.19273,1.19611,1.18903,1.19041,194033.5625
1511827200000,1.1904,1.19198,1.18271,1.18491,226569.0781
1511913600000,1.18491,1.18827,1.18167,1.1852,207759.5781
1512000000000,1.18519,1.19315,1.1809,1.18979,229024.9844
1512086400000,1.1898,1.19403,1.18508,1.18942,258102.5469
1512172800000,1.18942,1.18942,1.18942,1.18942,0
1512259200000,1.18607,1.18751,1.18562,1.18565,9407.5801
1512345600000,1.18565,1.18785,1.18291,1.18676,214967.2344
1512432000000,1.18677,1.18766,1.18007,1.18304,212470.5
1512518400000,1.18305,1.1848,1.17806,1.18039,210894.9531
1512604800000,1.1804,1.18146,1.17713,1.17725,199774.0469
1512691200000,1.17726,1.17744,1.17301,1.1772,197008.1094
1512777600000,1.1772,1.1772,1.1772,1.1772,0
1512864000000,1.17651,1.17718,1.17636,1.17675,5048.23
1512950400000,1.17675,1.18117,1.17639,1.17762,191002.5156
1513036800000,1.17762,1.17926,1.17174,1.17422,189870.125
1513123200000,1.17423,1.18404,1.17294,1.18361,220791.0313
1513209600000,1.18361,1.18625,1.17645,1.17745,241295.3281
1513296000000,1.17745,1.18123,1.17488,1.17492,200470.3438
1513382400000,1.17492,1.17492,1.17492,1.17492,0
1513468800000,1.17441,1.17509,1.17377,1.17432,8501.2998
1513555200000,1.17432,1.18342,1.1742,1.17837,199837.2031
1513641600000,1.17837,1.18487,1.17764,1.18369,207806.6875
1513728000000,1.18368,1.19017,1.18289,1.18776,198896.2188
1513814400000,1.18776,1.18895,1.18493,1.18521,187995.5
1513900800000,1.18521,1.1864,1.18169,1.18607,178403.75
1513987200000,1.18607,1.18607,1.18607,1.18607,0
1514073600000,1.1844,1.18515,1.1844,1.18505,198.1
1514160000000,1.18505,1.18766,1.18429,1.1871,9768.0898
1514246400000,1.18712,1.18787,1.18465,1.18571,105017.7578
1514332800000,1.1857,1.19102,1.1855,1.19002,180147.875
1514419200000,1.19001,1.19589,1.1897,1.19394,175111.2656
1514505600000,1.19395,1.20254,1.19369,1.19985,171777.125
1514592000000,1.19985,1.19985,1.19985,1.19985,0
1514678400000,1.19985,1.19985,1.19985,1.19985,0
1514764800000,1.20102,1.20166,1.20007,1.20106,8573.2197
1514851200000,1.20105,1.20811,1.20078,1.20614,197155.9063
1514937600000,1.20614,1.20638,1.20011,1.20107,194931.6563
1515024000000,1.20108,1.20889,1.20044,1.20664,210213.4375
1515110400000,1.20663,1.20829,1.20205,1.20304,189702.3438
1515196800000,1.20304,1.20304,1.20304,1.20304,0
1515283200000,1.20265,1.20389,1.20259,1.2037,5754.0601
1515369600000,1.20371,1.20521,1.1956,1.19698,183382.0469
1515456000000,1.19698,1.19755,1.19156,1.19284,205626.3438
1515542400000,1.19282,1.20179,1.19231,1.19558,253338.2031
1515628800000,1.19557,1.20589,1.19291,1.20427,246792.6563
1515715200000,1.20427,1.22184,1.20401,1.21993,276488.125
1515801600000,1.21993,1.21993,1.21993,1.21993,0
1515888000000,1.21933,1.22117,1.21908,1.21919,7288.7002
1515974400000,1.2192,1.22964,1.21876,1.22665,231018.8594
1516060800000,1.22666,1.22828,1.21952,1.22707,262608.375
1516147200000,1.22707,1.23231,1.2165,1.21802,289569.5938
1516233600000,1.21804,1.22648,1.21734,1.2234,254020.75
1516320000000,1.2234,1.22953,1.22145,1.22145,252174.5313
1516406400000,1.22145,1.22145,1.22145,1.22145,0
1516492800000,1.22702,1.22726,1.22338,1.2256,9384.1602
1516579200000,1.22559,1.2267,1.22138,1.22562,233047.9531
1516665600000,1.22564,1.23152,1.2223,1.23086,257732.125
1516752000000,1.23087,1.24149,1.2292,1.23923,296230.2813
1516838400000,1.23921,1.25373,1.23639,1.23914,367825.875
1516924800000,1.23914,1.24936,1.23861,1.24283,317662.375
1517011200000,1.24283,1.24283,1.24283,1.24283,0
1517097600000,1.24232,1.24312,1.24128,1.24312,9490.5195
1517184000000,1.24311,1.24322,1.23367,1.23809,283885
1517270400000,1.2381,1.24538,1.2335,1.24084,300948.0938
1517356800000,1.24084,1.24748,1.23868,1.24168,321338.9375
1517443200000,1.24168,1.25229,1.23854,1.25105,298223.1563
1517529600000,1.25107,1.25182,1.24092,1.24559,299589.6875
1517616000000,1.24559,1.24559,1.24559,1.24559,0
1517702400000,1.2432,1.24547,1.24243,1.24462,13303.75
1517788800000,1.24462,1.24748,1.23626,1.23666,319407.3438
1517875200000,1.23667,1.24343,1.23138,1.23803,414817.1563
1517961600000,1.23803,1.24055,1.22459,1.227,316532.5625
1518048000000,1.22699,1.22948,1.2212,1.22606,366027.2188
1518134400000,1.22607,1.22873,1.22054,1.2251,320626.8125
1518220800000,1.2251,1.2251,1.2251,1.2251,0
1518307200000,1.22483,1.22524,1.22418,1.22522,8102.54
1518393600000,1.22523,1.23071,1.2235,1.23004,246655.7031
1518480000000,1.23009,1.2371,1.22844,1.23536,257680.1563
1518566400000,1.23537,1.24695,1.22758,1.24681,301226.3125
1518652800000,1.24682,1.25103,1.24478,1.25027,289094.1563
1518739200000,1.25027,1.25553,1.23931,1.24041,285733.0313
1518825600000,1.24041,1.24041,1.24041,1.24041,0
1518912000000,1.24015,1.24204,1.24014,1.24117,6402.6899
1518998400000,1.24117,1.24349,1.2369,1.24002,193454.4531
1519084800000,1.24001,1.24106,1.23199,1.23353,266378.2813
1519171200000,1.23352,1.23598,1.22734,1.22804,280812.5313
1519257600000,1.22805,1.2352,1.22597,1.23256,262317.4063
1519344000000,1.23256,1.23316,1.22798,1.22937,219908.9375
1519430400000,1.22937,1.22937,1.22937,1.22937,0
1519516800000,1.22928,1.22947,1.22809,1.22883,6659.2402
1519603200000,1.22883,1.2355,1.22776,1.23149,224911.2969
1519689600000,1.23149,1.23462,1.22216,1.22259,249965.875
1519776000000,1.22258,1.22412,1.21878,1.21915,254894.875
1519862400000,1.21915,1.22747,1.21546,1.2271,281951.8125
1519948800000,1.22709,1.23358,1.22514,1.23186,264913.0938
1520035200000,1.23186,1.23186,1.23186,1.23186,0
1520121600000,1.23248,1.23641,1.22995,1.23176,17418.1191
1520208000000,1.23176,1.23487,1.22688,1.23365,247128.5781
1520294400000,1.23365,1.24287,1.23281,1.24155,250087.625
1520380800000,1.24154,1.2445,1.23847,1.24122,269820.5313
1520467200000,1.24122,1.2446,1.22979,1.23067,270455.4688
1520553600000,1.2307,1.23342,1.2273,1.23041,264422.6875
1520640000000,1.23041,1.23041,1.23041,1.23041,0
1520726400000,1.23094,1.23133,1.2306,1.23084,8653.8604
1520812800000,1.23083,1.23455,1.22903,1.23384,205139.6719
1520899200000,1.23383,1.24074,1.23145,1.23928,249276.1719
1520985600000,1.23928,1.24125,1.23471,1.23747,220999.625
1521072000000,1.23746,1.23836,1.23001,1.23062,225221.7031
1521158400000,1.23061,1.2336,1.22602,1.22889,196011.375
1521244800000,1.22889,1.22889,1.22889,1.22889,0
1521331200000,1.22817,1.22919,1.22799,1.22807,7730.9199
1521417600000,1.22807,1.23586,1.22579,1.23365,229503.2813
1521504000000,1.23365,1.23545,1.22399,1.22482,237447.9844
1521590400000,1.22483,1.23499,1.22467,1.23463,260896.9531
1521676800000,1.23464,1.23884,1.22855,1.23239,287729.2188
1521763200000,1.23239,1.23733,1.23166,1.23522,250785.8906
